FlowUID,FromUID,ToUID,FromName,ToName,MassType,Volume_m3,VolumeUnit,PeriodStart,PeriodEnd,EvidenceClass,Confidence,SourceURL,Class,Outcome,Method,Notes,Published
FLW_0165,SRC_OS_011,OS_OS_001,Regjeringskvartalet C-blokk,Alnabru Massemottak,demolition,8196,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",8.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0166,SRC_OS_011,AK_LI_002,Regjeringskvartalet C-blokk,Skedsmo Massesenter,demolition,4461,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0167,SRC_OS_011,AK_LI_003,Regjeringskvartalet C-blokk,Jølsen Miljøpark,demolition,3760,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0168,SRC_OS_011,AK_EI_002,Regjeringskvartalet C-blokk,Feiring Bruk AS avd. Dal Pukkverk,demolition,3555,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0169,SRC_OS_011,AK_UL_001,Regjeringskvartalet C-blokk,Ragn-Sells avd. Gardermoen,demolition,2350,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0170,SRC_OS_011,AK_UL_003,Regjeringskvartalet C-blokk,Veidekke Gardermoen Massesenter,demolition,3891,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0171,SRC_OS_011,AK_NI_001,Regjeringskvartalet C-blokk,NOAH Engadalen,demolition,10364,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",31.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0172,SRC_OS_011,AK_AH_001,Regjeringskvartalet C-blokk,Helgerud Inert Deponi,demolition,1353,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0173,SRC_OS_011,AK_AS_001,Regjeringskvartalet C-blokk,Lindum Oredalen,demolition,3491,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0174,SRC_OS_011,AK_AH_002,Regjeringskvartalet C-blokk,Mr. Pukk Høland AS,demolition,1349,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0175,SRC_OS_011,AK_UL_002,Regjeringskvartalet C-blokk,ØRAS Miljøstasjon Dal Skog,demolition,1182,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0176,SRC_OS_011,OF_IO_002,Regjeringskvartalet C-blokk,Veidekke Elvestad,demolition,2648,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0177,SRC_OS_011,OS_OS_004,Regjeringskvartalet C-blokk,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),demolition,11053,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0178,SRC_OS_011,AK_NA_001,Regjeringskvartalet C-blokk,Herstua Grus AS - avfallshåndtering,demolition,1698,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0179,SRC_OS_011,BU_DR_003,Regjeringskvartalet C-blokk,Lerpeveien gjenvinningsstasjon,demolition,1927,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0180,SRC_OS_011,BU_DR_004,Regjeringskvartalet C-blokk,Mile gjenvinningsstasjon,demolition,1386,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",57.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0181,SRC_OS_011,BU_LI_001,Regjeringskvartalet C-blokk,Egge I - inert deponi,demolition,2424,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0182,SRC_OS_011,BU_LI_002,Regjeringskvartalet C-blokk,Egge II - inert deponi,demolition,2410,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0183,SRC_OS_011,OS_OS_001,Regjeringskvartalet C-blokk,Alnabru Massemottak,contaminated,5193,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",8.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0184,SRC_OS_011,AK_LI_003,Regjeringskvartalet C-blokk,Jølsen Miljøpark,contaminated,3639,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0185,SRC_OS_011,AK_NE_001,Regjeringskvartalet C-blokk,Esval Miljøpark,contaminated,3158,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",61.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0186,SRC_OS_011,AK_UL_001,Regjeringskvartalet C-blokk,Ragn-Sells avd. Gardermoen,contaminated,3639,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",48.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0187,SRC_OS_011,AK_NI_001,Regjeringskvartalet C-blokk,NOAH Engadalen,contaminated,10992,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",31.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0188,SRC_OS_011,AK_AH_001,Regjeringskvartalet C-blokk,Helgerud Inert Deponi,contaminated,2588,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0189,SRC_OS_011,AK_AS_001,Regjeringskvartalet C-blokk,Lindum Oredalen,contaminated,6202,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",54.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0190,SRC_OS_011,AK_AH_002,Regjeringskvartalet C-blokk,Mr. Pukk Høland AS,contaminated,2586,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",58.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0191,SRC_OS_011,AK_LI_004,Regjeringskvartalet C-blokk,ROAF Miljøpark,contaminated,5205,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",26.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0192,SRC_OS_011,AK_UL_002,Regjeringskvartalet C-blokk,ØRAS Miljøstasjon Dal Skog,contaminated,2161,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0193,SRC_OS_011,OS_OS_004,Regjeringskvartalet C-blokk,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),contaminated,8275,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",15.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0194,SRC_OS_011,BU_DR_002,Regjeringskvartalet C-blokk,Lindum AS avd. Drammen - avfallsdeponi,contaminated,5308,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",47.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0195,SRC_OS_011,BU_LI_001,Regjeringskvartalet C-blokk,Egge I - inert deponi,contaminated,3144,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",40.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0196,SRC_OS_011,TE_SK_001,Regjeringskvartalet C-blokk,Bjorstaddalen Næring deponi,contaminated,997,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",146.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0197,SRC_OS_011,IN_HA_001,Regjeringskvartalet C-blokk,Heggvin Alun - alunskiferdeponi,contaminated,3161,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",140.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0198,SRC_OS_011,IN_GJ_001,Regjeringskvartalet C-blokk,Horisont Miljøpark IKS - deponi kategori 2,contaminated,1254,pfm3,2025,2029,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",123.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0199,SRC_OS_012,OS_OS_001,Nye Aker Sykehus,Alnabru Massemottak,rock,30021,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",4.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0200,SRC_OS_012,AK_LI_002,Nye Aker Sykehus,Skedsmo Massesenter,rock,15230,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0201,SRC_OS_012,AK_LI_003,Nye Aker Sykehus,Jølsen Miljøpark,rock,12438,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0202,SRC_OS_012,AK_EI_002,Nye Aker Sykehus,Feiring Bruk AS avd. Dal Pukkverk,rock,9823,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0203,SRC_OS_012,AK_UL_003,Nye Aker Sykehus,Veidekke Gardermoen Massesenter,rock,11563,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0204,SRC_OS_012,AK_NI_001,Nye Aker Sykehus,NOAH Engadalen,rock,32893,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0205,SRC_OS_012,AK_AH_001,Nye Aker Sykehus,Helgerud Inert Deponi,rock,3410,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0206,SRC_OS_012,AK_AH_002,Nye Aker Sykehus,Mr. Pukk Høland AS,rock,3395,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0207,SRC_OS_012,OF_IO_002,Nye Aker Sykehus,Veidekke Elvestad,rock,6177,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0208,SRC_OS_012,OS_OS_004,Nye Aker Sykehus,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,40571,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0209,SRC_OS_012,AK_NA_001,Nye Aker Sykehus,Herstua Grus AS - avfallshåndtering,rock,4769,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0210,SRC_OS_012,BU_LI_001,Nye Aker Sykehus,Egge I - inert deponi,rock,5192,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0211,SRC_OS_012,BU_LI_002,Nye Aker Sykehus,Egge II - inert deponi,rock,5156,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0212,SRC_OS_012,OS_OS_001,Nye Aker Sykehus,Alnabru Massemottak,soil and clay,31610,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",4.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0213,SRC_OS_012,AK_LI_002,Nye Aker Sykehus,Skedsmo Massesenter,soil and clay,13534,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0214,SRC_OS_012,AK_LI_003,Nye Aker Sykehus,Jølsen Miljøpark,soil and clay,10892,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0215,SRC_OS_012,AK_NE_001,Nye Aker Sykehus,Esval Miljøpark,soil and clay,2618,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0216,SRC_OS_012,AK_EI_002,Nye Aker Sykehus,Feiring Bruk AS avd. Dal Pukkverk,soil and clay,6397,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.9 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0217,SRC_OS_012,AK_UL_003,Nye Aker Sykehus,Veidekke Gardermoen Massesenter,soil and clay,8361,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.4 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0218,SRC_OS_012,AK_NI_001,Nye Aker Sykehus,NOAH Engadalen,soil and clay,27546,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0219,SRC_OS_012,AK_AH_001,Nye Aker Sykehus,Helgerud Inert Deponi,soil and clay,2161,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0220,SRC_OS_012,AK_AS_004,Nye Aker Sykehus,Røyken Grovfyllplass,soil and clay,2036,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",42.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0221,SRC_OS_012,AK_AH_002,Nye Aker Sykehus,Mr. Pukk Høland AS,soil and clay,2149,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0222,SRC_OS_012,AK_LI_004,Nye Aker Sykehus,ROAF Miljøpark,soil and clay,16675,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0223,SRC_OS_012,AK_UL_002,Nye Aker Sykehus,ØRAS Miljøstasjon Dal Skog,soil and clay,2188,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0224,SRC_OS_012,OF_IO_002,Nye Aker Sykehus,Veidekke Elvestad,soil and clay,4380,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",44.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0225,SRC_OS_012,OS_OS_004,Nye Aker Sykehus,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),soil and clay,40150,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0226,SRC_OS_012,AK_NA_001,Nye Aker Sykehus,Herstua Grus AS - avfallshåndtering,soil and clay,3212,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",49.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0227,SRC_OS_012,BU_DR_002,Nye Aker Sykehus,Lindum AS avd. Drammen - avfallsdeponi,soil and clay,4611,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0228,SRC_OS_012,BU_LI_001,Nye Aker Sykehus,Egge I - inert deponi,soil and clay,3655,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0229,SRC_OS_012,BU_LI_002,Nye Aker Sykehus,Egge II - inert deponi,soil and clay,3623,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0230,SRC_OS_012,OS_OS_001,Nye Aker Sykehus,Alnabru Massemottak,contaminated,3905,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",4.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0231,SRC_OS_012,AK_LI_003,Nye Aker Sykehus,Jølsen Miljøpark,contaminated,2756,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",23.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0232,SRC_OS_012,AK_NE_001,Nye Aker Sykehus,Esval Miljøpark,contaminated,2410,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0233,SRC_OS_012,AK_UL_001,Nye Aker Sykehus,Ragn-Sells avd. Gardermoen,contaminated,2775,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",43.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0234,SRC_OS_012,AK_NI_001,Nye Aker Sykehus,NOAH Engadalen,contaminated,8292,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",27.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0235,SRC_OS_012,AK_AH_001,Nye Aker Sykehus,Helgerud Inert Deponi,contaminated,1924,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0236,SRC_OS_012,AK_AH_002,Nye Aker Sykehus,Mr. Pukk Høland AS,contaminated,1921,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",55.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0237,SRC_OS_012,AK_LI_004,Nye Aker Sykehus,ROAF Miljøpark,contaminated,3967,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",21.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0238,SRC_OS_012,AK_UL_002,Nye Aker Sykehus,ØRAS Miljøstasjon Dal Skog,contaminated,1648,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",51.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0239,SRC_OS_012,OS_OS_004,Nye Aker Sykehus,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),contaminated,6314,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",11.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0240,SRC_OS_012,BU_DR_002,Nye Aker Sykehus,Lindum AS avd. Drammen - avfallsdeponi,contaminated,3636,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",52.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0241,SRC_OS_012,BU_LI_001,Nye Aker Sykehus,Egge I - inert deponi,contaminated,2162,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",45.1 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0242,SRC_OS_012,TE_SK_001,Nye Aker Sykehus,Bjorstaddalen Næring deponi,contaminated,684,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",151.6 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0243,SRC_OS_012,IN_HA_001,Nye Aker Sykehus,Heggvin Alun - alunskiferdeponi,contaminated,2393,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",136.5 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0244,SRC_OS_012,IN_GJ_001,Nye Aker Sykehus,Horisont Miljøpark IKS - deponi kategori 2,contaminated,938,pfm3,2024,2031,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",120.3 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0245,SRC_VI_003,OS_OS_001,E134 Oslofjordforbindelsen 2,Alnabru Massemottak,rock,53280,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",41.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0246,SRC_VI_003,AK_LI_002,E134 Oslofjordforbindelsen 2,Skedsmo Massesenter,rock,25498,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",60.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0247,SRC_VI_003,AK_LI_003,E134 Oslofjordforbindelsen 2,Jølsen Miljøpark,rock,26134,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",56.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0248,SRC_VI_003,AK_NI_001,E134 Oslofjordforbindelsen 2,NOAH Engadalen,rock,49488,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",68.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0249,SRC_VI_003,AK_AH_001,E134 Oslofjordforbindelsen 2,Helgerud Inert Deponi,rock,15512,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",69.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0250,SRC_VI_003,AK_AS_001,E134 Oslofjordforbindelsen 2,Lindum Oredalen,rock,279348,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",17.7 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0251,SRC_VI_003,AK_AH_002,E134 Oslofjordforbindelsen 2,Mr. Pukk Høland AS,rock,15529,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",69.0 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0252,SRC_VI_003,OF_IO_002,E134 Oslofjordforbindelsen 2,Veidekke Elvestad,rock,107387,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",24.2 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0253,SRC_VI_003,OS_OS_004,E134 Oslofjordforbindelsen 2,FRANO gjenvinningsanlegg for forurensede masser (Bondkall),rock,64355,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",50.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
FLW_0254,SRC_VI_003,OF_FR_001,E134 Oslofjordforbindelsen 2,Borge pukkverk avfallsdeponi (Borge Massemottak),rock,17347,pfm3,2025,2032,modelled,low,"(model output, not a source)",E5,modelled,"distance-decay allocation, capacity-capped, straight line x1.3",69.8 km. HYPOTHESIS ONLY - do not present as a flow.,FALSE
